date,deaths,people_vaccinated,people_fully_vaccinated,timepoint,people_vaccinated_change,deaths_change,people_fully_vaccinated_change
2021-06-17,600716,179967748,159103536,187,351517,288,596072
2021-06-18,601185,180336534,159706319,188,368786,469,602783
2021-06-19,601354,180567840,160077969,189,231306,169,371650
2021-06-20,601444,180680215,160255045,190,112375,90,177076
2021-06-21,601732,180982647,160551577,191,302432,288,296532
2021-06-22,602164,181306712,161024262,192,324065,432,472685
2021-06-23,602562,181637579,161470302,193,330867,398,446040
2021-06-24,602917,181956089,161891776,194,318510,355,421474
2021-06-25,603375,182306817,162348742,195,350728,458,456966
2021-06-26,603501,182532541,162645955,196,225724,126,297213
2021-06-27,603597,182659719,162797623,197,127178,96,151668
2021-06-28,603758,182935697,163105683,198,275978,161,308060
2021-06-29,604137,183233290,163466073,199,297593,379,360390
2021-06-30,604460,183541437,163820348,200,308147,323,354275
2021-07-01,604707,183837138,164159915,201,295701,247,339567
2021-07-02,604973,184143764,164504455,202,306626,266,344540
2021-07-03,605059,184325874,164694291,203,182110,86,189836
2021-07-04,605096,184353899,164721942,204,28025,37,27651
2021-07-05,605137,184555831,164931970,205,201932,41,210028
2021-07-06,605454,184829857,165272246,206,274026,317,340276
2021-07-07,605776,185112829,165594179,207,282972,322,321933
2021-07-08,606142,185401571,165907061,208,288742,366,312882
2021-07-09,606549,185723939,166253794,209,322368,407,346733
2021-07-10,606637,185935691,166461897,210,211752,88,208103
2021-07-11,606667,186052633,166570606,211,116942,30,108709
2021-07-12,606940,186328150,166846254,212,275517,273,275648
2021-07-13,607372,186609815,167119174,213,281665,432,272920
2021-07-14,607765,186894730,167393631,214,284915,393,274457
2021-07-15,608103,187193532,167664223,215,298802,338,270592
2021-07-16,608460,187540278,167969133,216,346746,357,304910
2021-07-17,608543,187764228,168159247,217,223950,83,190114
2021-07-18,608580,187899544,168265353,218,135316,37,106106
2021-07-19,608811,188238908,168518995,219,339364,231,253642
2021-07-20,609111,188609484,168777989,220,370576,300,258994
2021-07-21,609508,188996202,169047980,221,386718,397,269991
2021-07-22,609870,189414334,169309341,222,418132,362,261361
2021-07-23,610313,189900995,169598439,223,486661,443,289098
2021-07-24,610414,190202135,169773393,224,301140,101,174954
2021-07-25,610463,190404278,169837362,225,202143,49,63969
2021-07-26,610722,190851832,170060267,226,447554,259,222905
2021-07-27,611206,191333172,170313715,227,481340,484,253448
2021-07-28,611711,191825383,170574770,228,492211,505,261055
2021-07-29,612104,192324298,170829845,229,498915,393,255075
2021-07-30,612775,192902517,171125189,230,578219,671,295344
2021-07-31,612919,193250303,171307489,231,347786,144,182300
2021-08-01,612982,193481569,171409424,232,231266,63,101935
2021-08-02,613440,193990270,171649401,233,508701,458,239977
2021-08-03,614109,194530994,171905088,234,540724,669,255687
2021-08-04,614834,195086109,172162718,235,555115,725,257630
2021-08-05,615408,195649555,172429431,236,563446,574,266713
2021-08-06,616257,196279987,172743457,237,630432,849,314026
2021-08-07,616463,196665066,172934988,238,385079,206,191531
2021-08-08,616594,196904648,173053736,239,239582,131,118748
2021-08-09,617314,197428551,173342789,240,523903,720,289053
2021-08-10,618363,197962296,173640502,241,533745,1049,297713
2021-08-11,618701,198464661,173938567,242,502365,338,298065
2021-08-12,619723,198982786,174255060,243,518125,1022,316493
2021-08-13,620809,199567586,174646680,244,584800,1086,391620
2021-08-14,621051,199932043,174891128,245,364457,242,244448
2021-08-15,621228,200144925,175053978,246,212882,177,162850
2021-08-16,622244,200611812,175410225,247,466887,1016,356247
2021-08-17,623237,201104856,175776168,248,493044,993,365943
2021-08-18,624365,201594173,176157585,249,489317,1128,381417
2021-08-19,626099,202076701,176541112,250,482528,1734,383527
2021-08-20,627631,202617121,177022713,251,540420,1532,481601
2021-08-21,628100,202940961,177323091,252,323840,469,300378
2021-08-22,628285,203127143,177504482,253,186182,185,181391
2021-08-23,629644,203569005,177912804,254,441862,1359,408322
2021-08-24,631057,204031035,178330749,255,462030,1413,417945
2021-08-25,632522,204500481,178756610,256,469446,1465,425861
2021-08-26,634735,204976451,179192600,257,475970,2213,435990
